equation_id,source_paragraph_id,original_text,normalized_latex,symbols,declared_units,dimensional_check,status,rationale
UMCH-EQ-0203,UMCH-SRC-P0320,"m0​Aμ(τ)=qFestμν​Uν​+32​c3q2​m0​(c3κ0​τ1​(τ)Bμ(τ))+q2Uν​(τ)∫−∞τ​∇[μGα′ν]​(x(τ),x′(τ′))Uα′(τ′)dτ′■",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0204,UMCH-SRC-P0324,Angauge​=gn−2i∈diagrammi∑​Di​ci​ni​​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0205,UMCH-SRC-P0326,cs​+ct​+cu​=0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0206,UMCH-SRC-P0328,ns​+nt​+nu​=0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0207,UMCH-SRC-P0330,"Sostituendo nella formula dell'ampiezza di gauge ciascun fattore di colore ci​ con il corrispondente numeratore cinematico ni​ (ci​→ni​), e sostituendo la costante di accoppiamento di gauge g→2κgrav​​=8πG​:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0208,UMCH-SRC-P0331,Mngrav​=(2κgrav​​)n−2i∑​Di​ni​ni​​=(2κgrav​​)n−2i∑​Di​ni2​​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0209,UMCH-SRC-P0333,I numeratori cinematici ni​ per la sorgente carica dipendono dalle contrazioni dei vettori di polarizzazione ϵμ​ con il quadri-momento emesso kμ​ e la quadri-accelerazione della sorgente Aμ=c2κ0​Nμ.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0210,UMCH-SRC-P0334,Per un vertice d'emissione singolo di un quanto da una linea d'universo a curvatura κ0​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0211,UMCH-SRC-P0335,ni​∝ϵμ​Aμ=c2κ0​(ϵμ​Nμ),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0212,UMCH-SRC-P0336,"Poiché κ0​>0, il numeratore cinematico ni​ è garantito essere strettamente non nullo per tutte le polarizzazioni fisiche non trasversali alla normale Nμ.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0213,UMCH-SRC-P0338,Angauge​Mngrav​​=gn−2∑i​Di​ci​ni​​(2κgrav​​)n−2∑i​Di​ni2​​​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0214,UMCH-SRC-P0339,"In un regime in cui la cinematica è dominata dalla curvatura minima κ0​, fattorizzando ni​:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0215,UMCH-SRC-P0340,Mngrav​=Ckin​⋅[Angauge​]2■,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0216,UMCH-SRC-P0343,Consideriamo un'emissione centrata all'istante τ=0. Sviluppiamo la posizione xμ(τ) attorno a x0μ​=xμ(0) mediante la serie di Taylor usando le relazioni di Frenet-Serret:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0217,UMCH-SRC-P0344,xμ(τ)=x0μ​+dτdxμ​​0​τ+21​dτDUμ​​0​τ2+61​dτ2D2Uμ​​0​τ3+O(τ4),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0218,UMCH-SRC-P0346,dτdxμ​=U0μ​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0219,UMCH-SRC-P0347,dτDUμ​=c2κ0​N0μ​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0220,UMCH-SRC-P0348,dτ2D2Uμ​=dτD​(c2κ0​Nμ)=c2κ0​(κ0​U0μ​+cτ1​B0μ​)=c2κ02​U0μ​+c3κ0​τ1​B0μ​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0221,UMCH-SRC-P0350,xμ(τ)=x0μ​+U0μ​(τ+61​c2κ02​τ3)+21​c2κ0​N0μ​τ2+61​c3κ0​τ1​B0μ​τ3,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0222,UMCH-SRC-P0352,"L'ampiezza dello stato coerente per un fotone con quadri-impulso kμ=(ωk​/c,k) è:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0223,UMCH-SRC-P0353,"α(k,λ)=ℏ2ωk​ϵ0​​iq​ϵμ(λ)∗​∫−∞∞​dτUμ(τ)eik⋅x(τ)",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0224,UMCH-SRC-P0354,Sviluppiamo il prodotto scalare k⋅x(τ) nella fase:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0225,UMCH-SRC-P0355,k⋅x(τ)=k⋅x0​+(k⋅U0​)τ+21​c2κ0​(k⋅N0​)τ2+61​c3κ0​τ1​(k⋅B0​)τ3,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0226,UMCH-SRC-P0356,"Effettuando il cambio di variabile per eliminare il termine quadratico τ2 definendo s=τ+cτ1​(B0​⋅k)N0​⋅k​, la fase assume la forma canonica i(ξs+ηs3). L'integrale si riconduce alla forma standard della funzione di Airy:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0227,UMCH-SRC-P0357,∫−∞∞​dsei(ξs+ηs3)=(3η)1/32π​Ai((3η)1/3ξ​),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0228,UMCH-SRC-P0359,η=61​c3κ0​τ1​(k⋅B0​),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0229,UMCH-SRC-P0360,ξ=(k⋅U0​)−2τ1​(k⋅B0​)cκ0​(k⋅N0​)2​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0230,UMCH-SRC-P0362,"Proiettando lo stato su una base di armoniche sferiche Yℓm​(θ,ϕ) lungo l'asse z allineato con la torsione B0μ​, l'integrazione angolare sulla fase dell'integrale di Airy genera un fattore topologico eiℓϕk​.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0231,UMCH-SRC-P0363,"L'operatore momento angolare orbitale lungo l'asse di propagazione Lz​=−iℏ∂ϕ∂​ agisce sull'ampiezza α(k,λ):",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0232,UMCH-SRC-P0364,"Lz​α(k,λ)=ℏℓα(k,λ)",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0233,UMCH-SRC-P0366,ℓ=⌊τ1​R⌋=⌊κ0​τ1​​⌋■,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0234,UMCH-SRC-P0370,PEM​=−6πϵ0​c3q2​(dτDUμ​dτDUμ​​),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0235,UMCH-SRC-P0371,Sostituendo la norma della quadri-accelerazione dτDUμ​dτDUμ​​=c4κ02​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0236,UMCH-SRC-P0372,PEM​=6πϵ0​q2cκ02​​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0237,UMCH-SRC-P0375,Pgrav​=5c5G​⟨Q...​​ij​Q...​​ij⟩,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0238,UMCH-SRC-P0376,"Per una particella di massa m0​ mossa da una quadri-accelerazione di norma c2κ0​ a velocità v=βc, il momento quadrupolare traceless è Qij​=m0​(xi​xj​−31​r2δij​).",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0239,UMCH-SRC-P0377,La terza derivata temporale del quadrupolo si lega direttamente alla derivata dell'accelerazione e quindi a κ0​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0240,UMCH-SRC-P0378,Q...​​ij​Q...​​ij=2m02​c10κ02​β2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0241,UMCH-SRC-P0380,Pgrav​=5c5G​(2m02​c10κ02​β2)=52Gm02​c5κ02​β2​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0242,UMCH-SRC-P0383,R=Pgrav​PEM​​=52Gm02​c5κ02​β2​6πϵ0​q2cκ02​​​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0243,UMCH-SRC-P0384,Semplificando la curvatura minima κ02​ da entrambi i termini (numeratore e denominatore):,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0244,UMCH-SRC-P0385,R=6πϵ0​q2c​⋅2Gm02​c5β25​=12πϵ0​Gβ2c45​(m0​q​)2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0245,UMCH-SRC-P0386,Riscriviamo il rapporto espresso in funzione delle forze statiche fondamentali di Coulomb FE​=4πϵ0​r2q2​ e di Newton FG​=r2Gm02​​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0246,UMCH-SRC-P0387,FG​FE​​=4πϵ0​Gm02​q2​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0247,UMCH-SRC-P0388,Sostituiamo (m0​q​)2=4πϵ0​G(FG​FE​​) nella formula di R:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0248,UMCH-SRC-P0389,R=12πϵ0​Gβ2c45​(4πϵ0​GFG​FE​​)=3β2c45​(FG​FE​​)■,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0249,UMCH-SRC-P0393,L'applicazione del rapporto d'emissione strutturale R=Pgrav​PEM​​ a oggetti compatti — quali pulsar millisecondo e magnetar — richiede la caratterizzazione del parametro di curvatura cinematica κ0​ lungo le linee di campo magnetico della stella di neutroni.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0250,UMCH-SRC-P0394,"Per un oggetto compatto di massa M≈1.4M⊙​ e raggio RN​≈12 km, con un campo magnetico dipolare di superficie B0​, la carica reattiva indotta nel magnetosfera e le particelle cariche caricate lungo il cap polare subiscono un'accelerazione sincretronica e di curvatura caratterizzata da:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0251,UMCH-SRC-P0395,κ0​≈ρcurv​1​=4r3sinθ​1+cos2θ​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0252,UMCH-SRC-P0398,"Per particelle relativistiche ultra-veloci (γ≫1, β→1) accelerate lungo la curvatura delle linee di campo nell'atmosfera della magnetar o al light cylinder rLC​=Ωc​:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0253,UMCH-SRC-P0399,R=12πϵ0​Gc45​(m0​q​)2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0254,UMCH-SRC-P0400,"Per una plasma di elettroni/positroni (q=e, m0​=me​), il valore teorico fondante di R risulta:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0255,UMCH-SRC-P0401,R(e±)​=12πϵ0​Gc45​(me​e​)2≈4.17×1042,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0256,UMCH-SRC-P0407,ϵ≈I0​ΔI​∼GM2RN4​Bint2​​≈10−6(1015 GBint​​)2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0257,UMCH-SRC-P0408,"In questo regime, la potenza elettromagnetica di dipolo magnetico frenante (Pdip​) e la potenza gravitazionale quadrupolare (PGW​) della stella rotante con frequenza angolare Ω=2πf sono espressi da:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0258,UMCH-SRC-P0409,"PEM, dip​=3μ0​c32​B02​RN6​Ω4sin2α",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0259,UMCH-SRC-P0410,PGW​=5c532G​I02​ϵ2Ω6,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0260,UMCH-SRC-P0412,"Rmac​=PGW​PEM, dip​​=48πϵ0​GI02​ϵ2Ω25c2B02​RN6​sin2α​",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0261,UMCH-SRC-P0414,Rmac​∝Ω21​(Bint​B0​​)2(RN2​GM2​)2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0262,UMCH-SRC-P0419,"Poiché il tasso di perdita di energia rotazionale è E˙=−I0​ΩΩ˙=PEM​+PGW​, la frazione di energia persa in onde gravitazionali è:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0263,UMCH-SRC-P0420,ηGW​=Ptot​PGW​​=1+Rmac​1​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0264,UMCH-SRC-P0421,"Per le magnetar durante i Giant Flares (es. SGR 1806-20), il riassetto strutturale della crosta e la ricombinazione delle linee di campo generano oscillazioni di torsione non-assialsimmetriche (modi f e r-modes). In questa fase transitoria, κ0​ raggiunge valori critici nel plasma circostante, riducendo localmente Rmac​ a valori prossimi all'unità, rendendo i segnali gravitazionali impulsivi potenzialmente misurabili da interferometri quali LIGO, Virgo e KAGRA.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0265,UMCH-SRC-P0423,"L'applicazione dell'equazione ALD regolarizzata (Appendice B) alle particelle della magnetosfera evita divergenze numeriche nella simulazione del plasma relativistico (Particle-In-Cell, PIC). L'auto-forza di radiazione proiettata lungo la direzione binormale Bμ agisce come un termine di smorzamento naturale che impedisce l'instabilità numerica delle particelle nei punti di inversione magnetica (layer di corrente).",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0266,UMCH-SRC-P0425,"Nelle immediate vicinanze della superficie della magnetar, dove il campo magnetico radiale supera il limite quantistico critico BQED​=eℏme2​c3​≈4.41×1013 G, le fotoni gamma prodotti da processi a curvatura κ0​ subiscono una conversione risonante in gravitoni attraverso il tensore d'interazione d'accoppiamento dell'effetto Gertsenshtein:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0267,UMCH-SRC-P0426,Pγ→g​≈sin2(21​B0​πϵ0​c4G​​Lint​),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0268,UMCH-SRC-P0428,User prompt: Calcola numericamente la probabilita di conversione Gertsenshtein per la magnetar SGR 1806-20 assumendo un campo B_0 = 10^15 Gauss e una lunghezza d'interazione pari al raggio della stella.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0269,UMCH-SRC-P0431,Campo magnetico: B0​=1015 G=1011 T,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0270,UMCH-SRC-P0432,Lunghezza d'interazione (Raggio della magnetar): Lint​=RN​=10 km=104 m (valore standard di riferimento; per 12 km=1.2×104 m),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0271,UMCH-SRC-P0433,Costante di gravitazione universale: G≈6.6743×10−11 m3 kg−1 s−2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0272,UMCH-SRC-P0434,Permettività del vuoto: ϵ0​≈8.8542×10−12 F m−1,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0273,UMCH-SRC-P0435,Velocità della luce: c≈2.9979×108 m s−1,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0274,UMCH-SRC-P0438,"Pγ→g​=sin2(θ),con θ=21​B0​πϵ0​c4G​​Lint​",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0275,UMCH-SRC-P0440,πϵ0​c4G​=π×(8.8542×10−12)×(2.9979×108)46.6743×10−11​≈2.974×10−34 T−2 m−2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0276,UMCH-SRC-P0442,πϵ0​c4G​​≈1.724×10−17 T−1 m−1,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0277,UMCH-SRC-P0445,θ=21​×(1011 T)×(1.724×10−17 T−1 m−1)×(104 m)=8.62×10−3 rad,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0278,UMCH-SRC-P0446,"Poiché θ≪1, possiamo applicare l'approssimazione per piccoli angoli sin(θ)≈θ:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0279,UMCH-SRC-P0447,Pγ→g​≈θ2=(8.62×10−3)2≈7.43×10−5,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0280,UMCH-SRC-P0448,"Se si assume un raggio stellare leggermente maggiore, RN​=12 km:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0281,UMCH-SRC-P0449,θ=1.035×10−2 rad⟹Pγ→g​≈1.07×10−4,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0282,UMCH-SRC-P0451,"Nel contesto reale di SGR 1806-20, poiché B0​=1015 G≫BQED​≈4.41×1013 G, l'effetto Euler-Heisenberg introduce un indice di rifrazione del vuoto nQED​>1. Ciò crea un disaccoppiamento di fase (Δk=kγ​−kg​=0) tra il fotone e il gravitone espresso dal parametro di disallineamento:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0283,UMCH-SRC-P0452,ΔkQED​≈45π11α​(BQED​B0​​)2cω​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0284,UMCH-SRC-P0453,"In assenza di un plasma magnetosferico risonante che compensi Δk, la probabilità effettiva viene soppressa di un fattore (ΔkLint​2θ​)2, riducendo la conversione omogenea nel vuoto a meno che non si verifichi una conversione risonante di tipo MSW nello strato sottile dove ωp2​≈ωQED2​.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0285,UMCH-SRC-P0456,Δntotale​=ΔnQED​+Δnplasma​=0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0286,UMCH-SRC-P0459,ΔnQED​=45π7α​(BQED​B0​​)2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0287,UMCH-SRC-P0461,Δnplasma​=−2ω2ωp2​​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0288,UMCH-SRC-P0462,dove la frequenza di plasma è ωp​=ϵ0​me​ne​e2​​ e ω=2πf è la frequenza dell'onda.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0289,UMCH-SRC-P0463,C. Condizione di Risonanza (Δnplasma​+ΔnQED​=0):,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0290,UMCH-SRC-P0464,2ω2ωp2​​=ΔnQED​⟹ne​=e28π2ϵ0​me​​ΔnQED​⋅f2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0291,UMCH-SRC-P0467,B0​=1015 G=1011 T,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0292,UMCH-SRC-P0468,BQED​=4.41×1013 G=4.41×109 T,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0293,UMCH-SRC-P0469,Ratio: (BQED​B0​​)2≈(22.68)2≈514.2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0294,UMCH-SRC-P0470,Valore di ΔnQED​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0295,UMCH-SRC-P0471,ΔnQED​=45π7×(1/137.036)​×514.2≈0.186,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0296,UMCH-SRC-P0473,e28π2ϵ0​me​​≈2.48×10−2 m−3 Hz−2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0297,UMCH-SRC-P0475,ne​(f)≈(2.48×10−2)×0.186×f2≈4.6×10−3⋅f2[m−3],,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0298,UMCH-SRC-P0476,ne​(f)≈4.6×10−9⋅f2[cm−3],,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0299,UMCH-SRC-P0479,"Per verificare la realizzabilità fisica, confrontiamo questi valori con la densità di Goldreich-Julian (nGJ​) della magnetar (periodo P≈7.54 s):",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0300,UMCH-SRC-P0480,nGJ​=ecP4πB0​​≈3.5×1015 cm−3,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0301,UMCH-SRC-P0481,"Poiché la produzione di coppie e± nella magnetosfera di una magnetar genera un fattore di moltiplicazione M∼103−105, la densità effettiva del plasma raggiunge neff​∼MnGJ​≈1018−1020 cm−3.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0302,UMCH-SRC-P0490,L'applicazione del rapporto d'emissione strutturale R=Pgrav​PEM​​ a oggetti compatti richiede la caratterizzazione del parametro di curvatura cinematica κ0​ lungo le linee di campo magnetico della stella di neutroni.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0303,UMCH-SRC-P0491,"Per un oggetto compatto di massa M≈1.4M⊙​ e raggio RN​≈10 km, con un campo magnetico dipolare di superficie B0​, il raggio di curvatura ρcurv​ e la curvatura κ0​ lungo le linee di campo magnetico si esprimono come:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0304,UMCH-SRC-P0492,κ0​=ρcurv​1​=4r3sinθ​1+cos2θ​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0305,UMCH-SRC-P0495,"Per particelle ultra-relativistiche (γ≫1, β→1) accelerate lungo le linee di campo nell'atmosfera della magnetar o in prossimità del light cylinder rLC​=Ωc​, la potenza radiata nei due canali da una singola carica esprime il rapporto incondizionato:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0306,UMCH-SRC-P0496,R=12πϵ0​Gc45​(m0​q​)2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0307,UMCH-SRC-P0497,"Per un plasma di coppia elettrone-positrone (q=e, m0​=me​), si ottiene il limite microscopico teorico:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0308,UMCH-SRC-P0498,R(e±)​=12πϵ0​Gc45​(me​e​)2≈4.17×1042,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0309,UMCH-SRC-P0504,ϵ≈I0​ΔI​∼GM2RN4​Bint2​​≈10−6(1015 GBint​​)2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0310,UMCH-SRC-P0506,"PEM, dip​=3μ0​c32​B02​RN6​Ω4sin2α",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0311,UMCH-SRC-P0507,PGW​=5c532G​I02​ϵ2Ω6,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0312,UMCH-SRC-P0509,"Rmac​=PGW​PEM, dip​​=48πϵ0​GI02​ϵ2Ω25c2B02​RN6​sin2α​∝Ω21​(Bint​B0​​)2(RN2​GM2​)2",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0313,UMCH-SRC-P0515,"Pγ→g​=sin2(θ),con θ=21​B0​πϵ0​c4G​​Lint​",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0314,UMCH-SRC-P0517,G≈6.6743×10−11 m3 kg−1 s−2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0315,UMCH-SRC-P0518,ϵ0​≈8.8542×10−12 F m−1,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0316,UMCH-SRC-P0519,c≈2.9979×108 m s−1,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0317,UMCH-SRC-P0520,B0​=1015 G=1011 T,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
