claim_id,source_paragraph_id,original_text,normalized_it,translation_en,sector,claim_type,prerequisites,equation_ids,reference_ids,dimensional_check,evidence_level,status,reviewer,decision,rationale
UMCH-CLM-0165,UMCH-SRC-P0165,Genera predizioni verificabili sulla decoerenza gravitazionale non-termica e sui coefficienti di emissione in prossimità di oggetti compatti astrofisici.,,,gravitation,PREDICTION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0166,UMCH-SRC-P0166,"Geometric Unification, Radiation Reaction Dynamics, and Quantum Electro-Gravitational Interaction in Spacetimes with Minimum Geodesic Curvature κ0​",,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0167,UMCH-SRC-P0167,Abstract,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0168,UMCH-SRC-P0168,This paper presents a complete framework based on the axiom of unavoidable kinematic curvature (κ≥κ0​>0). We demonstrate that introducing a lower bound on worldline curvature enables: (i) geometric unification of electromagnetic potential and metric spacetime within 5D Kaluza-Klein formalism; (ii) analytical regularization of the Abraham-Lorentz-Dirac (ALD) equation with suppression of runaway solutions; (iii) derivation of the DeWitt-Brehme equation for charges in curved spacetimes; (iv) quantum amplitude mapping via the Bern-Carrasco-Johansson (BCJ) double copy; (v) characterization of orbital angular momentum (OAM) coherent states and intrinsic gravitational decoherence; (vi) exact calculation of the power ratio R=PEM​/Pgrav​ near a Reissner-Nordström event horizon.,,,gravitation,DERIVATION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0169,UMCH-SRC-P0169,1. Kinematic Axiomatization and 5D Unification (Kaluza-Klein),,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0170,UMCH-SRC-P0170,1.1 The Minimum Curvature Constraint,,,geometry,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0171,UMCH-SRC-P0171,"We assume that in a 4D spacetime with metric gμν​ and signature (−,+,+,+), the worldline xμ(τ) of a charged particle of mass m0​ and charge q satisfies the kinematic equations in the 4D Frenet-Serret frame:",,,gravitation,ASSUMPTION,,UMCH-EQ-0100,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0172,UMCH-SRC-P0172,"dτDUμ​=Aμ=c2κ(τ)Nμ,with κ(τ)≥κ0​>0",,,geometry,CONJECTURE,,UMCH-EQ-0101,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0173,UMCH-SRC-P0173,"where Uμ=dτdxμ​ is the four-velocity (UμUμ​=−c2), Nμ is the unit normal four-vector (NμNμ​=1), and κ(τ) denotes the proper geodesic curvature.",,,geometry,CONJECTURE,,UMCH-EQ-0102,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0174,UMCH-SRC-P0174,1.2 5D Geodesics and Gauge Projection,,,geometry,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0175,UMCH-SRC-P0175,"In extended 5D Kaluza-Klein formalism, the 5-dimensional spacetime possesses a metric tensor g^​AB​ (A,B=0,1,2,3,5):",,,gravitation,CONJECTURE,,UMCH-EQ-0103,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0176,UMCH-SRC-P0176,g^​AB​dxAdxB=gμν​dxμdxν+ϕ2(dx5+kAμ​dxμ)2,,,unclassified,CONJECTURE,,UMCH-EQ-0104,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0177,UMCH-SRC-P0177,Setting the dilatonic scalar ϕ=1 and coupling constant k=c416πGϵ0​​​=m0​c22q​.,,,unclassified,CONJECTURE,,UMCH-EQ-0105,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0178,UMCH-SRC-P0178,The 5D geodesic equation for a free particle is:,,,geometry,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0179,UMCH-SRC-P0179,dτ^2d2xA​+Γ^BCA​dτ^dxB​dτ^dxC​=0,,,unclassified,CONJECTURE,,UMCH-EQ-0106,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0180,UMCH-SRC-P0180,Projecting the first four components (A=μ) onto 4D spacetime yields:,,,gravitation,DERIVATION,,UMCH-EQ-0107,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0181,UMCH-SRC-P0181,dτDUμ​=m0​q​Fμνuν​,,,unclassified,CONJECTURE,,UMCH-EQ-0108,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0182,UMCH-SRC-P0182,Taking the norm of the four-acceleration under the constraint κ≥κ0​:,,,geometry,CONJECTURE,,UMCH-EQ-0109,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0183,UMCH-SRC-P0183,κ2=c4gμα​AμAα​=(m0​c2q​)2gμα​FμνFαβUν​Uβ​≥κ02​>0,,,geometry,CONJECTURE,,UMCH-EQ-0110,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0184,UMCH-SRC-P0184,Result: The electromagnetic field tensor Fμν​ and the Riemann curvature tensor Rαβμν​ are intrinsically coupled: Fμν​ is the required geometric manifestation ensuring that the worldline maintains minimum kinematic curvature κ0​.,,,geometry,CONJECTURE,,UMCH-EQ-0111,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0185,UMCH-SRC-P0185,2. Radiation Reaction Dynamics: ALD Regularization and DeWitt-Brehme,,,radiation-reaction,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0186,UMCH-SRC-P0186,2.1 Regularization of the Abraham-Lorentz-Dirac Equation,,,radiation-reaction,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0187,UMCH-SRC-P0187,The classical Abraham-Lorentz-Dirac (ALD) equation describing radiation self-force is:,,,radiation-reaction,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0188,UMCH-SRC-P0188,m0​Aμ=Fextμ​+τ0​m0​(dτDAμ​−c2Aα​Aα​Uμ),,,unclassified,CONJECTURE,,UMCH-EQ-0112,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0189,UMCH-SRC-P0189,where τ0​=6πϵ0​m0​c3q2​. Expanding the derivative of four-acceleration via 4D Frenet-Serret relations:,,,geometry,CONJECTURE,,UMCH-EQ-0113,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0190,UMCH-SRC-P0190,dτDAμ​=c2κ˙Nμ+c2κ2Uμ+c2κτ1​Bμ,,,geometry,CONJECTURE,,UMCH-EQ-0114,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0191,UMCH-SRC-P0191,"where Bμ is the unit binormal four-vector and τ1​ is the geodesic torsion. Substituting into the ALD equation, the term proportional to Uμ (c2κ2Uμ) cancels the Schottky term −c2Aα​Aα​Uμ=−c2κ2Uμ:",,,geometry,CONJECTURE,,UMCH-EQ-0115,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0192,UMCH-SRC-P0192,Fradμ​=τ0​m0​c2(κ˙Nμ+κτ1​Bμ),,,geometry,CONJECTURE,,UMCH-EQ-0116,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0193,UMCH-SRC-P0193,"Under constant minimum curvature κ(τ)=κ0​⟹κ˙=0, the equation of motion becomes:",,,geometry,CONJECTURE,,UMCH-EQ-0117,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0194,UMCH-SRC-P0194,m0​c2κ0​Nμ=Fextμ​+τ0​m0​c2κ0​τ1​Bμ,,,geometry,CONJECTURE,,UMCH-EQ-0118,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0195,UMCH-SRC-P0195,"Since self-force acts exclusively along the binormal Bμ, components along normal Nμ contain no higher-order time derivatives, analytically eliminating unstable runaway solutions.",,,radiation-reaction,CONJECTURE,,UMCH-EQ-0119,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0196,UMCH-SRC-P0196,2.2 DeWitt-Brehme Equation in Curved Spacetimes,,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0197,UMCH-SRC-P0197,"In the presence of background gravitational curvature Rαβμν​=0, electromagnetic radiation propagates on and within the lightcone. The equation of motion generalizes to the DeWitt-Brehme equation:",,,gravitation,CONJECTURE,,UMCH-EQ-0120,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0198,UMCH-SRC-P0198,"m0​Aμ=qFextμν​Uν​+32​c3q2​m0​(dτDAμ​−c2κ02​Uμ)+q2Uν​∫−∞τ​∇[μGα′ν]​(x(τ),x′(τ′))Uα′dτ′",,,geometry,CONJECTURE,,UMCH-EQ-0121,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0199,UMCH-SRC-P0199,"where Gα′ν​(x,x′) is the retarded Green's tensor in curved spacetime. The tail integral couples the charge q to the Riemann tensor along its entire past worldline.",,,gravitation,CONJECTURE,,UMCH-EQ-0122,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0200,UMCH-SRC-P0200,3. Gauge-Gravity Duality: Quantum BCJ Double Copy,,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0201,UMCH-SRC-P0201,"At the quantum perturbative level, the connection between U(1) / Yang-Mills gauge theory and linearized quantum gravity is governed by the Bern-Carrasco-Johansson (BCJ) double copy.",,,gravitation,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0202,UMCH-SRC-P0202,The n-point scattering amplitude in gauge theory is:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0203,UMCH-SRC-P0203,An​=gn−2i∑​Di​ci​ni​​,,,unclassified,CONJECTURE,,UMCH-EQ-0123,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0204,UMCH-SRC-P0204,"where ci​ are color factors, Di​ are quadratic propagators, and ni​ are kinematic factors depending on polarizations ϵμ​ and four-momenta kμ​.",,,unclassified,CONJECTURE,,UMCH-EQ-0124,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0205,UMCH-SRC-P0205,Replacing color factors ci​ with kinematic factors ni​ (ci​→ni​) yields the gravitational scattering amplitude Mn​:,,,gravitation,DERIVATION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0206,UMCH-SRC-P0206,Mn​=(2κgrav​​)n−2i∑​Di​ni2​​,,,geometry,CONJECTURE,,UMCH-EQ-0125,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0207,UMCH-SRC-P0207,"Because source motion obeys a lower kinematic bound κ0​, kinematic numerators contain (k⋅A)=c2κ0​(k⋅N)=0. Consequently:",,,geometry,CONJECTURE,,UMCH-EQ-0126,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0208,UMCH-SRC-P0208,ni​(κ0​)=0⟹Mn​∝[An​]2,,,geometry,CONJECTURE,,UMCH-EQ-0127,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0209,UMCH-SRC-P0209,"Every photon scattering/emission process of norm κ0​ directly maps to a corresponding graviton process, confirming (Gravity)∼(Gauge)2.",,,gravitation,CONJECTURE,,UMCH-EQ-0128,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0210,UMCH-SRC-P0210,"4. Coherent States, OAM, and Intrinsic Gravitational Decoherence",,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0211,UMCH-SRC-P0211,4.1 Photon and Graviton Coherent States,,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0212,UMCH-SRC-P0212,A charge executing helical motion with curvature κ0​ and torsion τ1​ generates Glauber coherent states:,,,geometry,CONJECTURE,,UMCH-EQ-0129,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0213,UMCH-SRC-P0213,"∣ΨEM​⟩=D^[α]∣0⟩,∣Ψgrav​⟩=D^[β]∣0G​⟩",,,unclassified,CONJECTURE,,UMCH-EQ-0130,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0214,UMCH-SRC-P0214,"The coherence amplitudes α(k,λ) and β(k,σ) are:",,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0215,UMCH-SRC-P0215,"α(k,λ)=ℏ2ωk​ϵ0​​iq​ϵμ(λ)∗​∫−∞∞​dτUμ(τ)eik⋅x(τ)",,,unclassified,CONJECTURE,,UMCH-EQ-0131,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0216,UMCH-SRC-P0216,"β(k,σ)=2ℏ2ωk​​i16πG​m0​c​ϵμν(σ)∗​∫−∞∞​dτUμ(τ)Uν(τ)eik⋅x(τ)",,,unclassified,CONJECTURE,,UMCH-EQ-0132,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0217,UMCH-SRC-P0217,"Expanding xμ(τ) in the Frenet-Serret frame yields Airy-type integrals, and emitted quanta carry quantized Orbital Angular Momentum (OAM):",,,quantum-fields,DERIVATION,,UMCH-EQ-0133,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0218,UMCH-SRC-P0218,"Lz(EM)​=ℏℓ,Jz(grav)​=(ℓ±2)ℏ,where ℓ≈⌊τ1​R⌋",,,unclassified,CONJECTURE,,UMCH-EQ-0134,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0219,UMCH-SRC-P0219,4.2 Intrinsic Gravitational Decoherence vs. Diósi-Penrose Model,,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0220,UMCH-SRC-P0220,Graviton emission leads to decoherence of spatial superpositions with rate Γκ0​​:,,,gravitation,CONJECTURE,,UMCH-EQ-0135,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0221,UMCH-SRC-P0221,"Γκ0​​=ℏGm02​c3κ02​​(λeff​∣Δx∣​)2f(κ0​,τ1​)",,,geometry,CONJECTURE,,UMCH-EQ-0136,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0222,UMCH-SRC-P0222,"Unlike the Diósi-Penrose model, which suffers from UV divergences and requires ad hoc spatial cutoffs R0​, the κ0​ model is inherently regular with a natural cutoff scale κ0−1​ and predicts no unphysical isotropic stochastic heating.",,,geometry,CONJECTURE,,UMCH-EQ-0137,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0223,UMCH-SRC-P0223,5. Power Ratio R and Reissner-Nordström Horizon Effects,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0224,UMCH-SRC-P0224,5.1 Exact Derivation of Ratio R,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0225,UMCH-SRC-P0225,The ratio between emitted electromagnetic power (Larmor) and gravitational power (Einstein-Larmor) for a particle moving at velocity v=βc with acceleration a=c2κ0​ is:,,,gravitation,CONJECTURE,,UMCH-EQ-0138,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0226,UMCH-SRC-P0226,R=Pgrav​PEM​​=52Gm02​c5κ02​β2​6πϵ0​q2cκ02​​​=12πϵ0​Gβ2c45​(m0​q​)2=3β2c25​(FG​FE​​),,,geometry,CONJECTURE,,UMCH-EQ-0139,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0227,UMCH-SRC-P0227,"The parameter κ02​ cancels completely, proving that R is a structural constant of the coupled system.",,,geometry,CONJECTURE,,UMCH-EQ-0140,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0228,UMCH-SRC-P0228,5.2 Horizon Physics in Reissner-Nordström Metric,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0229,UMCH-SRC-P0229,Near the event horizon r+​ of a charged black hole:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0230,UMCH-SRC-P0230,"FIDO Limit (β→1): Local stationary observers measure β→1, stabilizing Rhorizon​=12πϵ0​Gc45​(q/m0​)2.",,,unclassified,CONJECTURE,,UMCH-EQ-0141,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0231,UMCH-SRC-P0231,Gertsenshtein Mode Conversion: The radial electric field E(r)=Q/(4πϵ0​r2) induces resonant conversion between spin-1 and spin-2 modes.,,,unclassified,CONJECTURE,,UMCH-EQ-0142,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0232,UMCH-SRC-P0232,"Greybody Factors: Potential barrier transmission Ts​(ω) suppresses s=2 modes more heavily than s=1 modes (Ts=2​<Ts=1​), elevating the asymptotic ratio observed at infinity (R∞​>Rhorizon​).",,,unclassified,CONJECTURE,,UMCH-EQ-0143,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0233,UMCH-SRC-P0233,6. Conclusions,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0234,UMCH-SRC-P0234,"The constraint κ0​>0 provides a unified mathematical foundation connecting classical electrodynamics, 5D geometry, radiation reaction regularization, and quantum gravity amplitudes.",,,gravitation,CONJECTURE,,UMCH-EQ-0144,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0235,UMCH-SRC-P0235,User prompt: Completa di dimistrazioni,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0236,UMCH-SRC-P0236,Response: Appendici Matematiche: Dimostrazioni Completi dei Teoremi e delle Derivazioni,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0237,UMCH-SRC-P0237,Appendice A: Proiezione Geodetica 5D di Kaluza-Klein e Derivazione del Vincolo κ0​,,,geometry,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0238,UMCH-SRC-P0238,A.1 Variazione dell'Azione Geodetica 5D,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0239,UMCH-SRC-P0239,Consideriamo la varietà 5D dotata del tensore metrico g^​AB​ con coordinata extra compattificata x5:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0240,UMCH-SRC-P0240,g^​AB​=(gμν​+k2Aμ​Aν​kAν​​kAμ​1​),,,unclassified,CONJECTURE,,UMCH-EQ-0145,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0241,UMCH-SRC-P0241,dove k=m0​c22q​. L'azione per una particella libera 5D parametrizzata dal tempo proprio 5D τ^ è:,,,unclassified,CONJECTURE,,UMCH-EQ-0146,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0242,UMCH-SRC-P0242,S=−m0​c∫dτ^−g^​AB​dτ^dxA​dτ^dxB​​,,,unclassified,CONJECTURE,,UMCH-EQ-0147,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0243,UMCH-SRC-P0243,La lagrangiana equivalente in forma quadratica è:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0244,UMCH-SRC-P0244,L^=21​g^​AB​dτ^dxA​dτ^dxB​=21​gμν​dτ^dxμ​dτ^dxν​+21​(dτ^dx5​+kAμ​dτ^dxμ​)2,,,unclassified,CONJECTURE,,UMCH-EQ-0148,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0245,UMCH-SRC-P0245,A.2 Conservazione del Momento Extra-Dimensionale,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0246,UMCH-SRC-P0246,"Poiché la metrica g^​AB​ possiede una simmetria d'isometria rispetto alle traslazioni lungo la quinta coordinata (∂x5∂g^​AB​​=0), il momento coniugato p5​ è una costante del moto:",,,unclassified,CONJECTURE,,UMCH-EQ-0149,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0247,UMCH-SRC-P0247,p5​=∂(dx5/dτ^)∂L^​=g^​5B​dτ^dxB​=dτ^dx5​+kAμ​dτ^dxμ​=costante,,,unclassified,CONJECTURE,,UMCH-EQ-0150,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0248,UMCH-SRC-P0248,"Identificando la carica elettrica q come la componente scalata del momento lungo la quinta dimensione, poniamo p5​=m0​ckq​=2c​.",,,unclassified,CONJECTURE,,UMCH-EQ-0151,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0249,UMCH-SRC-P0249,A.3 Equazioni del Moto 4D Proiettate,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0250,UMCH-SRC-P0250,Applicando le equazioni di Eulero-Lagrange per le componenti spaziotemporali xμ:,,,gravitation,CONJECTURE,,UMCH-EQ-0152,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0251,UMCH-SRC-P0251,dτ^d​(∂(dxμ/dτ^)∂L^​)−∂xμ∂L^​=0,,,unclassified,CONJECTURE,,UMCH-EQ-0153,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0252,UMCH-SRC-P0252,Calcoliamo le derivate parziali:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0253,UMCH-SRC-P0253,∂(dxμ/dτ^)∂L^​=gμν​dτ^dxν​+kAμ​(dτ^dx5​+kAα​dτ^dxα​)=gμν​dτ^dxν​+kAμ​p5​,,,unclassified,CONJECTURE,,UMCH-EQ-0154,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0254,UMCH-SRC-P0254,∂xμ∂L^​=21​∂μ​gαβ​dτ^dxα​dτ^dxβ​+k(∂μ​Aα​)dτ^dxα​(dτ^dx5​+kAβ​dτ^dxβ​)=21​∂μ​gαβ​dτ^dxα​dτ^dxβ​+kp5​(∂μ​Aα​)dτ^dxα​,,,unclassified,CONJECTURE,,UMCH-EQ-0155,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0255,UMCH-SRC-P0255,Sostituendo nell'equazione del moto e riordinando i termini con la derivata covariante 4D D/dτ:,,,unclassified,CONJECTURE,,UMCH-EQ-0156,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0256,UMCH-SRC-P0256,gμν​dτDUν​+kp5​(dτdAμ​​−(∂μ​Aα​)Uα)=0,,,unclassified,CONJECTURE,,UMCH-EQ-0157,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0257,UMCH-SRC-P0257,Sviluppando dτdAμ​​=(∂α​Aμ​)Uα:,,,unclassified,CONJECTURE,,UMCH-EQ-0158,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0258,UMCH-SRC-P0258,gμν​dτDUν​=kp5​(∂μ​Aα​−∂α​Aμ​)Uα=kp5​Fμα​Uα,,,unclassified,CONJECTURE,,UMCH-EQ-0159,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
